tournament_id,date,tournament_name,location,source_code
2023-0050-07,17.-19.08.2023,Deutsche Meisterschaften System Cobigolf,Hamm,2023-0050-07
2023-0050-08,17.-19.08.2023,Deutsche Meisterschaften System Cobigolf,Hamm,2023-0050-08
2023-0050-09,17.-19.08.2023,Deutsche Meisterschaften System Cobigolf,Hamm,2023-0050-09
2023-0050-10,17.-19.08.2023,Deutsche Meisterschaften System Cobigolf,Hamm,2023-0050-10
2023-0050-11,17.-19.08.2023,Deutsche Meisterschaften System Cobigolf,Hamm,2023-0050-11
2023-0050-12,17.-19.08.2023,Deutsche Meisterschaften System Cobigolf,Hamm,2023-0050-12
2023-0050-13,17.-19.08.2023,Deutsche Meisterschaften System Cobigolf,Hamm,2023-0050-13
2023-0050-14,17.-19.08.2023,Deutsche Meisterschaften System Cobigolf,Hamm,2023-0050-14
2023-0051-06,12.-13.08.2023,Kurpark-Cup,Hamm,2023-0051-06
2023-0051-07,12.-13.08.2023,Kurpark-Cup,Hamm,2023-0051-07
2023-0051-08,12.-13.08.2023,Kurpark-Cup,Hamm,2023-0051-08
2023-0051-09,12.-13.08.2023,Kurpark-Cup,Hamm,2023-0051-09
2023-0051-10,12.-13.08.2023,Kurpark-Cup,Hamm,2023-0051-10
2023-0051-11,12.-13.08.2023,Kurpark-Cup,Hamm,2023-0051-11
2023-0051-12,12.-13.08.2023,Kurpark-Cup,Hamm,2023-0051-12
2023-0051-13,12.-13.08.2023,Kurpark-Cup,Hamm,2023-0051-13
2023-0051-14,12.-13.08.2023,Kurpark-Cup,Hamm,2023-0051-14
2023-0051-15,12.-13.08.2023,Kurpark-Cup,Hamm,2023-0051-15
2023-0052-03,12.-13.08.2023,33. Rebland-Turnier in Ohlsbach,Ohlsbach,2023-0052-03
2023-0052-04,12.-13.08.2023,33. Rebland-Turnier in Ohlsbach,Ohlsbach,2023-0052-04
2023-0052-05,12.-13.08.2023,33. Rebland-Turnier in Ohlsbach,Ohlsbach,2023-0052-05
2023-0052-06,12.-13.08.2023,33. Rebland-Turnier in Ohlsbach,Ohlsbach,2023-0052-06
2023-0052-07,12.-13.08.2023,33. Rebland-Turnier in Ohlsbach,Ohlsbach,2023-0052-07
2023-0052-08,12.-13.08.2023,33. Rebland-Turnier in Ohlsbach,Ohlsbach,2023-0052-08
2023-0052-09,12.-13.08.2023,33. Rebland-Turnier in Ohlsbach,Ohlsbach,2023-0052-09
2023-0053-04,10.-12.08.2023,Deutsche Meisterschaften System Miniaturgolf,Schriesheim,2023-0053-04
2023-0053-05,10.-12.08.2023,Deutsche Meisterschaften System Miniaturgolf,Schriesheim,2023-0053-05
2023-0053-06,10.-12.08.2023,Deutsche Meisterschaften System Miniaturgolf,Schriesheim,2023-0053-06
2023-0053-07,10.-12.08.2023,Deutsche Meisterschaften System Miniaturgolf,Schriesheim,2023-0053-07
2023-0053-08,10.-12.08.2023,Deutsche Meisterschaften System Miniaturgolf,Schriesheim,2023-0053-08
2023-0053-09,10.-12.08.2023,Deutsche Meisterschaften System Miniaturgolf,Schriesheim,2023-0053-09
2023-0053-10,10.-12.08.2023,Deutsche Meisterschaften System Miniaturgolf,Schriesheim,2023-0053-10
2023-0059-05,06.08.2023,Rhein-Mai-Turnier,Mainz,2023-0059-05
2023-0060-04,06.08.2023,Dinkelbergcup,Inzlingen,2023-0060-04
2023-0060-05,06.08.2023,Dinkelbergcup,Inzlingen,2023-0060-05
2023-0060-06,06.08.2023,Dinkelbergcup,Inzlingen,2023-0060-06
2023-0060-07,06.08.2023,Dinkelbergcup,Inzlingen,2023-0060-07
2023-0060-08,06.08.2023,Dinkelbergcup,Inzlingen,2023-0060-08
2023-0062-07,06.08.2023,11. Oachkatzl-Cup,Landshut,2023-0062-07
2023-0063-06,30.07.2023,5.Spieltag der NBV Bezirksliga Staffel 2,Felderbachtal,2023-0063-06
2023-0064-04,30.07.2023,5. Spieltag der Landesliga 1,Essen,2023-0064-04
2023-0066-08,30.07.2023,4. Spieltag der Landesliga WBV,Ingelfingen,2023-0066-08
2023-0067-05,30.07.2023,5. Spieltag der NBV Bezirksliga 1,Köln,2023-0067-05
2023-0070-03,30.07.2023,5. Spieltag 3. Bundesliga Süd Staffel 2,Ohlsbach,2023-0070-03
2023-0073-04,30.07.2023,5. Spieltag der 2. Bundesliga Nord Staffel 1,Kerpen,2023-0073-04
2023-0074-04,23.07.2023,Baggersee Cup,Ingolstadt,2023-0074-04
2023-0074-06,23.07.2023,Baggersee Cup,Ingolstadt,2023-0074-06
2023-0075-08,19.-21.07.2023,Deutsche Minigolf-Meisterschaften Allg. Klasse,Bad Münder,2023-0075-08
2023-0075-09,19.-21.07.2023,Deutsche Minigolf-Meisterschaften Allg. Klasse,Bad Münder,2023-0075-09
2023-0077-04,16.07.2023,Sauerland-Cup 2023,Brilon,2023-0077-04
2023-0079-03,16.07.2023,11. Kemnader See Open,Felderbachtal,2023-0079-03
2023-0079-04,16.07.2023,11. Kemnader See Open,Felderbachtal,2023-0079-04
2023-0079-05,16.07.2023,11. Kemnader See Open,Felderbachtal,2023-0079-05
2023-0079-06,16.07.2023,11. Kemnader See Open,Felderbachtal,2023-0079-06
2023-0079-07,16.07.2023,11. Kemnader See Open,Felderbachtal,2023-0079-07
2023-0079-08,16.07.2023,11. Kemnader See Open,Felderbachtal,2023-0079-08
2023-0079-09,16.07.2023,11. Kemnader See Open,Felderbachtal,2023-0079-09
2023-0079-10,16.07.2023,11. Kemnader See Open,Felderbachtal,2023-0079-10
2023-0079-11,16.07.2023,11. Kemnader See Open,Felderbachtal,2023-0079-11
2023-0080-04,16.07.2023,11. Messecup der MGW Rheinstetten 02,Rheinstetten,2023-0080-04
2023-0080-05,16.07.2023,11. Messecup der MGW Rheinstetten 02,Rheinstetten,2023-0080-05
2023-0080-06,16.07.2023,11. Messecup der MGW Rheinstetten 02,Rheinstetten,2023-0080-06
2023-0080-07,16.07.2023,11. Messecup der MGW Rheinstetten 02,Rheinstetten,2023-0080-07
2023-0080-08,16.07.2023,11. Messecup der MGW Rheinstetten 02,Rheinstetten,2023-0080-08
2023-0080-09,16.07.2023,11. Messecup der MGW Rheinstetten 02,Rheinstetten,2023-0080-09
2023-0080-10,16.07.2023,11. Messecup der MGW Rheinstetten 02,Rheinstetten,2023-0080-10
2023-0081-04,08.-09.07.2023,32. Malerdorf Pokal-Turnier,Grötzingen,2023-0081-04
2023-0081-06,08.-09.07.2023,32. Malerdorf Pokal-Turnier,Grötzingen,2023-0081-06
2023-0081-07,08.-09.07.2023,32. Malerdorf Pokal-Turnier,Grötzingen,2023-0081-07
2023-0081-08,08.-09.07.2023,32. Malerdorf Pokal-Turnier,Grötzingen,2023-0081-08
2023-0081-09,08.-09.07.2023,32. Malerdorf Pokal-Turnier,Grötzingen,2023-0081-09
2023-0081-10,08.-09.07.2023,32. Malerdorf Pokal-Turnier,Grötzingen,2023-0081-10
2023-0081-11,08.-09.07.2023,32. Malerdorf Pokal-Turnier,Grötzingen,2023-0081-11
2023-0081-12,08.-09.07.2023,32. Malerdorf Pokal-Turnier,Grötzingen,2023-0081-12
2023-0082-04,08.-09.07.2023,Westdeutsche Meisterschaft System-Beton,Herten,2023-0082-04
2023-0082-05,08.-09.07.2023,Westdeutsche Meisterschaft System-Beton,Herten,2023-0082-05
2023-0082-06,08.-09.07.2023,Westdeutsche Meisterschaft System-Beton,Herten,2023-0082-06
2023-0082-07,08.-09.07.2023,Westdeutsche Meisterschaft System-Beton,Herten,2023-0082-07
2023-0082-08,08.-09.07.2023,Westdeutsche Meisterschaft System-Beton,Herten,2023-0082-08
2023-0082-09,08.-09.07.2023,Westdeutsche Meisterschaft System-Beton,Herten,2023-0082-09
2023-0082-10,08.-09.07.2023,Westdeutsche Meisterschaft System-Beton,Herten,2023-0082-10
2023-0082-11,08.-09.07.2023,Westdeutsche Meisterschaft System-Beton,Herten,2023-0082-11
2023-0083-08,06.-08.07.2023,Deutsche Minigolf-Jugendmeisterschaften,Bad Münder,2023-0083-08
2023-0083-10,06.-08.07.2023,Deutsche Minigolf-Jugendmeisterschaften,Bad Münder,2023-0083-10
2023-0083-12,06.-08.07.2023,Deutsche Minigolf-Jugendmeisterschaften,Bad Münder,2023-0083-12
2023-0083-14,06.-08.07.2023,Deutsche Minigolf-Jugendmeisterschaften,Bad Münder,2023-0083-14
2023-0085-04,02.07.2023,Jubiläumsturnier 40 Jahre MGF Hammer e.V.,Polling,2023-0085-04
2023-0085-06,02.07.2023,Jubiläumsturnier 40 Jahre MGF Hammer e.V.,Polling,2023-0085-06
2023-0085-07,02.07.2023,Jubiläumsturnier 40 Jahre MGF Hammer e.V.,Polling,2023-0085-07
2023-0085-08,02.07.2023,Jubiläumsturnier 40 Jahre MGF Hammer e.V.,Polling,2023-0085-08
2023-0086-04,02.07.2023,16. Backumer Tal Cup 2023,Herten,2023-0086-04
2023-0086-05,02.07.2023,16. Backumer Tal Cup 2023,Herten,2023-0086-05
2023-0086-06,02.07.2023,16. Backumer Tal Cup 2023,Herten,2023-0086-06
2023-0086-07,02.07.2023,16. Backumer Tal Cup 2023,Herten,2023-0086-07
2023-0086-08,02.07.2023,16. Backumer Tal Cup 2023,Herten,2023-0086-08
2023-0086-09,02.07.2023,16. Backumer Tal Cup 2023,Herten,2023-0086-09
2023-0086-10,02.07.2023,16. Backumer Tal Cup 2023,Herten,2023-0086-10
2023-0086-11,02.07.2023,16. Backumer Tal Cup 2023,Herten,2023-0086-11
2023-0088-06,01.-02.07.2023,47. Monta-Pokal-Turnier,Essen,2023-0088-06
2023-0088-07,01.-02.07.2023,47. Monta-Pokal-Turnier,Essen,2023-0088-07
2023-0088-08,01.-02.07.2023,47. Monta-Pokal-Turnier,Essen,2023-0088-08
2023-0088-09,01.-02.07.2023,47. Monta-Pokal-Turnier,Essen,2023-0088-09
2023-0088-10,01.-02.07.2023,47. Monta-Pokal-Turnier,Essen,2023-0088-10
2023-0088-11,01.-02.07.2023,47. Monta-Pokal-Turnier,Essen,2023-0088-11
2023-0088-12,01.-02.07.2023,47. Monta-Pokal-Turnier,Essen,2023-0088-12
2023-0089-04,01.-02.07.2023,50 Jahre  BGSV Bad Homburg v.d.H. e.V. Stephan-Preißmann-Gedächtnisturnier,Bad Homburg,2023-0089-04
2023-0089-05,01.-02.07.2023,50 Jahre  BGSV Bad Homburg v.d.H. e.V. Stephan-Preißmann-Gedächtnisturnier,Bad Homburg,2023-0089-05
2023-0089-06,01.-02.07.2023,50 Jahre  BGSV Bad Homburg v.d.H. e.V. Stephan-Preißmann-Gedächtnisturnier,Bad Homburg,2023-0089-06
2023-0089-07,01.-02.07.2023,50 Jahre  BGSV Bad Homburg v.d.H. e.V. Stephan-Preißmann-Gedächtnisturnier,Bad Homburg,2023-0089-07
2023-0089-08,01.-02.07.2023,50 Jahre  BGSV Bad Homburg v.d.H. e.V. Stephan-Preißmann-Gedächtnisturnier,Bad Homburg,2023-0089-08
2023-0089-09,01.-02.07.2023,50 Jahre  BGSV Bad Homburg v.d.H. e.V. Stephan-Preißmann-Gedächtnisturnier,Bad Homburg,2023-0089-09
2023-0089-10,01.-02.07.2023,50 Jahre  BGSV Bad Homburg v.d.H. e.V. Stephan-Preißmann-Gedächtnisturnier,Bad Homburg,2023-0089-10
2023-0089-11,01.-02.07.2023,50 Jahre  BGSV Bad Homburg v.d.H. e.V. Stephan-Preißmann-Gedächtnisturnier,Bad Homburg,2023-0089-11
2023-0090-08,24.06.2023,Gladbeck Cup 2023,Gladbeck,2023-0090-08
2023-0094-03,11.06.2023,4. Spieltag der Kreisliga Staffel 4,Dormagen,2023-0094-03
2023-0095-05,11.06.2023,4.Spieltag der NBV Bezirksliga 2,Hardenberg,2023-0095-05
2023-0095-08,11.06.2023,4.Spieltag der NBV Bezirksliga 2,Hardenberg,2023-0095-08
2023-0096-05,11.06.2023,4. Spieltag der NBV Bezirksliga 1,Köln,2023-0096-05
2023-0098-09,11.06.2023,3. Spieltag der Landesliga WBV,Heilbronn,2023-0098-09
2023-01-15-Halver_Halle,2023-01-15,2. Turnier der NBV-Jugendrangliste 2023,Halver,2023-01-15-Halver_Halle
2023-0103-08,11.06.2023,4. Spieltag der 3. Bundesliga Süd Staffel 2,Tuttlingen,2023-0103-08
2023-0110-04,04.06.2023,3. Spieltag der WBV-Rangliste,Bad Urach,2023-0110-04
2023-0110-11,04.06.2023,3. Spieltag der WBV-Rangliste,Bad Urach,2023-0110-11
2023-0114-04,29.05.2023,3. Hildener Stadtpark Open,Hilden,2023-0114-04
2023-0114-05,29.05.2023,3. Hildener Stadtpark Open,Hilden,2023-0114-05
2023-0114-06,29.05.2023,3. Hildener Stadtpark Open,Hilden,2023-0114-06
2023-0114-07,29.05.2023,3. Hildener Stadtpark Open,Hilden,2023-0114-07
2023-0115-05,28.05.2023,38. Sieben-Keltern-Turnier,Metzingen,2023-0115-05
2023-0115-06,28.05.2023,38. Sieben-Keltern-Turnier,Metzingen,2023-0115-06
2023-0115-08,28.05.2023,38. Sieben-Keltern-Turnier,Metzingen,2023-0115-08
2023-0116-04,28.05.2023,23. Hoferkopfturnier,Bildstock,2023-0116-04
2023-0116-05,28.05.2023,23. Hoferkopfturnier,Bildstock,2023-0116-05
2023-0116-06,28.05.2023,23. Hoferkopfturnier,Bildstock,2023-0116-06
2023-0116-07,28.05.2023,23. Hoferkopfturnier,Bildstock,2023-0116-07
2023-0116-08,28.05.2023,23. Hoferkopfturnier,Bildstock,2023-0116-08
2023-0116-09,28.05.2023,23. Hoferkopfturnier,Bildstock,2023-0116-09
2023-0116-10,28.05.2023,23. Hoferkopfturnier,Bildstock,2023-0116-10
2023-0119-10,19.-21.05.2023,"35. Elbe-Weser-Pokalturnier - 60 Jahre MC ""Möve"" Cuxhaven-Sahlenburg",Cuxhaven,2023-0119-10
2023-0119-11,19.-21.05.2023,"35. Elbe-Weser-Pokalturnier - 60 Jahre MC ""Möve"" Cuxhaven-Sahlenburg",Cuxhaven,2023-0119-11
2023-0119-12,19.-21.05.2023,"35. Elbe-Weser-Pokalturnier - 60 Jahre MC ""Möve"" Cuxhaven-Sahlenburg",Cuxhaven,2023-0119-12
2023-0119-13,19.-21.05.2023,"35. Elbe-Weser-Pokalturnier - 60 Jahre MC ""Möve"" Cuxhaven-Sahlenburg",Cuxhaven,2023-0119-13
2023-0119-14,19.-21.05.2023,"35. Elbe-Weser-Pokalturnier - 60 Jahre MC ""Möve"" Cuxhaven-Sahlenburg",Cuxhaven,2023-0119-14
2023-0119-15,19.-21.05.2023,"35. Elbe-Weser-Pokalturnier - 60 Jahre MC ""Möve"" Cuxhaven-Sahlenburg",Cuxhaven,2023-0119-15
2023-0119-16,19.-21.05.2023,"35. Elbe-Weser-Pokalturnier - 60 Jahre MC ""Möve"" Cuxhaven-Sahlenburg",Cuxhaven,2023-0119-16
2023-0119-17,19.-21.05.2023,"35. Elbe-Weser-Pokalturnier - 60 Jahre MC ""Möve"" Cuxhaven-Sahlenburg",Cuxhaven,2023-0119-17
2023-0119-18,19.-21.05.2023,"35. Elbe-Weser-Pokalturnier - 60 Jahre MC ""Möve"" Cuxhaven-Sahlenburg",Cuxhaven,2023-0119-18
2023-0120-05,21.05.2023,10. Wanderpokal & 5 Jahre MGC Nümbrecht e.V.,Nümbrecht,2023-0120-05
2023-0120-06,21.05.2023,10. Wanderpokal & 5 Jahre MGC Nümbrecht e.V.,Nümbrecht,2023-0120-06
2023-0120-07,21.05.2023,10. Wanderpokal & 5 Jahre MGC Nümbrecht e.V.,Nümbrecht,2023-0120-07
2023-0120-08,21.05.2023,10. Wanderpokal & 5 Jahre MGC Nümbrecht e.V.,Nümbrecht,2023-0120-08
2023-0120-09,21.05.2023,10. Wanderpokal & 5 Jahre MGC Nümbrecht e.V.,Nümbrecht,2023-0120-09
2023-0120-11,21.05.2023,10. Wanderpokal & 5 Jahre MGC Nümbrecht e.V.,Nümbrecht,2023-0120-11
2023-0120-12,21.05.2023,10. Wanderpokal & 5 Jahre MGC Nümbrecht e.V.,Nümbrecht,2023-0120-12
2023-0120-13,21.05.2023,10. Wanderpokal & 5 Jahre MGC Nümbrecht e.V.,Nümbrecht,2023-0120-13
2023-0121-04,21.05.2023,Assindia-Pokal,Essen,2023-0121-04
2023-0121-05,21.05.2023,Assindia-Pokal,Essen,2023-0121-05
2023-0121-06,21.05.2023,Assindia-Pokal,Essen,2023-0121-06
2023-0121-07,21.05.2023,Assindia-Pokal,Essen,2023-0121-07
2023-0121-08,21.05.2023,Assindia-Pokal,Essen,2023-0121-08
2023-0121-09,21.05.2023,Assindia-Pokal,Essen,2023-0121-09
2023-0121-10,21.05.2023,Assindia-Pokal,Essen,2023-0121-10
2023-0122-10,21.05.2023,Gemeinsamer LM-SpTag MRP-SaarMV Schriesheim,,2023-0122-10
2023-0128-04,14.05.2023,3.Spieltag der NBV Bezirksliga  Staffel 2,Witten,2023-0128-04
2023-0128-07,14.05.2023,3.Spieltag der NBV Bezirksliga  Staffel 2,Witten,2023-0128-07
2023-0129-05,14.05.2023,3. Spieltag der NBV Bezirksliga Staffel 1,Kerpen,2023-0129-05
2023-0135-04,14.05.2023,3. Spieltag 2. Bundesliga Nord Staffel 1,Bochum,2023-0135-04
2023-0138-04,07.05.2023,WBV Rangliste,Bad Wurzach,2023-0138-04
2023-0140-05,07.05.2023,9. Grundela Turnier,Ansbach,2023-0140-05
2023-0143-04,30.04.2023,"Gemeinsame VL von MRP-SaarMV, 1.SpTag",Ludwigshafen,2023-0143-04
2023-0144-05,30.04.2023,2 Spieltag der NBV Bezirksliga Staffel 2,Herscheid,2023-0144-05
2023-0144-08,30.04.2023,2 Spieltag der NBV Bezirksliga Staffel 2,Herscheid,2023-0144-08
2023-0145-04,30.04.2023,2. Spieltag der NBV Bezirksliga Staffel 1,Bonn,2023-0145-04
2023-0149-07,30.04.2023,2. Spieltag der 3. Bundesliga Süd Staffel 2,Inzlingen,2023-0149-07
2023-0154-03,30.04.2023,2. Spieltag der 2. Bundesliga Nord Staffel 1,Hardenberg,2023-0154-03
2023-0157-04,23.04.2025,Gemeinsamer LM-SpTag MRP-SaarMV,Bildstock,2023-0157-04
2023-0157-05,23.04.2025,Gemeinsamer LM-SpTag MRP-SaarMV,Bildstock,2023-0157-05
2023-0157-06,23.04.2025,Gemeinsamer LM-SpTag MRP-SaarMV,Bildstock,2023-0157-06
2023-0157-07,23.04.2025,Gemeinsamer LM-SpTag MRP-SaarMV,Bildstock,2023-0157-07
2023-0157-08,23.04.2025,Gemeinsamer LM-SpTag MRP-SaarMV,Bildstock,2023-0157-08
2023-0157-09,23.04.2025,Gemeinsamer LM-SpTag MRP-SaarMV,Bildstock,2023-0157-09
2023-0157-10,23.04.2025,Gemeinsamer LM-SpTag MRP-SaarMV,Bildstock,2023-0157-10
2023-0160-04,23.04.2023,11. Teppichpokal,Olching,2023-0160-04
2023-0160-05,23.04.2023,11. Teppichpokal,Olching,2023-0160-05
2023-0160-06,23.04.2023,11. Teppichpokal,Olching,2023-0160-06
2023-0160-07,23.04.2023,11. Teppichpokal,Olching,2023-0160-07
2023-0160-08,23.04.2023,11. Teppichpokal,Olching,2023-0160-08
2023-0164-03,09.04.2023,41. Landshuter Krügerlturnier,Landshut,2023-0164-03
2023-0164-08,09.04.2023,41. Landshuter Krügerlturnier,Landshut,2023-0164-08
2023-0166-05,08.-09.04.2023,56. Internationales Osterturnier,Weinheim,2023-0166-05
2023-0166-06,08.-09.04.2023,56. Internationales Osterturnier,Weinheim,2023-0166-06
2023-0166-07,08.-09.04.2023,56. Internationales Osterturnier,Weinheim,2023-0166-07
2023-0166-08,08.-09.04.2023,56. Internationales Osterturnier,Weinheim,2023-0166-08
2023-0166-09,08.-09.04.2023,56. Internationales Osterturnier,Weinheim,2023-0166-09
2023-0166-10,08.-09.04.2023,56. Internationales Osterturnier,Weinheim,2023-0166-10
2023-0167-05,08.-09.04.2023,56. Internationales Osterturnier,Weinheim,2023-0167-05
2023-0167-07,08.-09.04.2023,56. Internationales Osterturnier,Weinheim,2023-0167-07
2023-0167-08,08.-09.04.2023,56. Internationales Osterturnier,Weinheim,2023-0167-08
2023-0167-09,08.-09.04.2023,56. Internationales Osterturnier,Weinheim,2023-0167-09
2023-0169-02,08.04.2023,Oster EI.nladungsturnier,Hardenberg,2023-0169-02
2023-0169-03,08.04.2023,Oster EI.nladungsturnier,Hardenberg,2023-0169-03
2023-0169-04,08.04.2023,Oster EI.nladungsturnier,Hardenberg,2023-0169-04
2023-0169-05,08.04.2023,Oster EI.nladungsturnier,Hardenberg,2023-0169-05
2023-0169-06,08.04.2023,Oster EI.nladungsturnier,Hardenberg,2023-0169-06
2023-0169-07,08.04.2023,Oster EI.nladungsturnier,Hardenberg,2023-0169-07
2023-0169-08,08.04.2023,Oster EI.nladungsturnier,Hardenberg,2023-0169-08
2023-0169-09,08.04.2023,Oster EI.nladungsturnier,Hardenberg,2023-0169-09
2023-0169-10,08.04.2023,Oster EI.nladungsturnier,Hardenberg,2023-0169-10
2023-0170-06,02.04.2023,1. Spieltag NBV Bezirksliga 3,Herten,2023-0170-06
2023-0170-07,02.04.2023,1. Spieltag NBV Bezirksliga 3,Herten,2023-0170-07
2023-0171-02,02.04.2023,1. Spieltag NBV Bezirksliga 2,Halver,2023-0171-02
2023-0171-07,02.04.2023,1. Spieltag NBV Bezirksliga 2,Halver,2023-0171-07
2023-0172-04,02.04.2023,1. Spieltag NBV Bezirksliga 1,Berg.-Gladbach,2023-0172-04
2023-0175-06,02.04.2023,1. Spieltag 3. Bundesliga Nord Staffel 1,Gladbeck,2023-0175-06
2023-0178-04,02.04.2023,1. Spieltag 2. Bundesliga Nord Staffel 1,Wanne-Eickel,2023-0178-04
2023-0182-06,26.03.2023,WBV-Rangliste,Metzingen,2023-0182-06
2023-0186-03,19.03.2023,13. Ohlsbacher Turnier zum Frühlingserwachen,Ohlsbach,2023-0186-03
2023-0186-04,19.03.2023,13. Ohlsbacher Turnier zum Frühlingserwachen,Ohlsbach,2023-0186-04
2023-0187-03,18.-19.03.2023,11. Erzgebirgspokal,Eibenstock,2023-0187-03
2023-0187-04,18.-19.03.2023,11. Erzgebirgspokal,Eibenstock,2023-0187-04
2023-0187-05,18.-19.03.2023,11. Erzgebirgspokal,Eibenstock,2023-0187-05
2023-0187-06,18.-19.03.2023,11. Erzgebirgspokal,Eibenstock,2023-0187-06
2023-0187-07,18.-19.03.2023,11. Erzgebirgspokal,Eibenstock,2023-0187-07
2023-0187-08,18.-19.03.2023,11. Erzgebirgspokal,Eibenstock,2023-0187-08
2023-0187-09,18.-19.03.2023,11. Erzgebirgspokal,Eibenstock,2023-0187-09
2023-0187-10,18.-19.03.2023,11. Erzgebirgspokal,Eibenstock,2023-0187-10
2023-0189-02,04.-05.03.2023,6. Halveraner Hallenfinale 2023,Halver,2023-0189-02
2023-0189-03,04.-05.03.2023,6. Halveraner Hallenfinale 2023,Halver,2023-0189-03
2023-0189-04,04.-05.03.2023,6. Halveraner Hallenfinale 2023,Halver,2023-0189-04
2023-0189-05,04.-05.03.2023,6. Halveraner Hallenfinale 2023,Halver,2023-0189-05
2023-0189-06,04.-05.03.2023,6. Halveraner Hallenfinale 2023,Halver,2023-0189-06
2023-0189-07,04.-05.03.2023,6. Halveraner Hallenfinale 2023,Halver,2023-0189-07
2023-0189-08,04.-05.03.2023,6. Halveraner Hallenfinale 2023,Halver,2023-0189-08
2023-0189-09,04.-05.03.2023,6. Halveraner Hallenfinale 2023,Halver,2023-0189-09
2023-0189-10,04.-05.03.2023,6. Halveraner Hallenfinale 2023,Halver,2023-0189-10
2023-0189-11,04.-05.03.2023,6. Halveraner Hallenfinale 2023,Halver,2023-0189-11
2023-0193-02,28.-29.01.2023,6. Halveraner Sauerlandcup Indoor,Halver,2023-0193-02
2023-0193-03,28.-29.01.2023,6. Halveraner Sauerlandcup Indoor,Halver,2023-0193-03
2023-0193-04,28.-29.01.2023,6. Halveraner Sauerlandcup Indoor,Halver,2023-0193-04
2023-0193-05,28.-29.01.2023,6. Halveraner Sauerlandcup Indoor,Halver,2023-0193-05
2023-0193-06,28.-29.01.2023,6. Halveraner Sauerlandcup Indoor,Halver,2023-0193-06
2023-0193-07,28.-29.01.2023,6. Halveraner Sauerlandcup Indoor,Halver,2023-0193-07
2023-0193-08,28.-29.01.2023,6. Halveraner Sauerlandcup Indoor,Halver,2023-0193-08
2023-0193-09,28.-29.01.2023,6. Halveraner Sauerlandcup Indoor,Halver,2023-0193-09
2023-0193-10,28.-29.01.2023,6. Halveraner Sauerlandcup Indoor,Halver,2023-0193-10
2023-0194-06,15.01.2023,2. Turnier der NBV-Jugendrangliste 2023,Halver,2023-0194-06
2023-0195-02,07.-08.01.2023,6. Halveraner Seniorencup 2023,Halver,2023-0195-02
2023-0195-03,07.-08.01.2023,6. Halveraner Seniorencup 2023,Halver,2023-0195-03
2023-0195-04,07.-08.01.2023,6. Halveraner Seniorencup 2023,Halver,2023-0195-04
2023-0195-05,07.-08.01.2023,6. Halveraner Seniorencup 2023,Halver,2023-0195-05
2023-0195-06,07.-08.01.2023,6. Halveraner Seniorencup 2023,Halver,2023-0195-06
2023-03-26-Bensheim,2023-03-26,1. Seniorenrangliste/Mannschaftswettbewerb HBSV 2023,Bensheim-Auerbach,2023-03-26-Bensheim
2023-03-26-Mannheim,2023-03-26,Gemeinsamer LM-SpTag MRP-SaarMV,Mannheim,2023-03-26-Mannheim
2023-03-26-Metzingen,2023-03-26,WBV-Rangliste,Metzingen,2023-03-26-Metzingen
2023-04-02-Gladbeck,2023-04-02,1. Spieltag 3. Bundesliga Nord Staffel 1,Gladbeck,2023-04-02-Gladbeck
2023-04-02-Halver_Halle,2023-04-02,1. Spieltag NBV Bezirksliga 2,Halver,2023-04-02-Halver_Halle
2023-04-02-Herten,2023-04-02,1. Spieltag NBV Bezirksliga 3,Herten,2023-04-02-Herten
2023-04-02-Köln_Rath,2023-04-02,1. Spieltag NBV Bezirksliga 1,Berg.-Gladbach,2023-04-02-Köln_Rath
2023-04-02-Neheim_Hüsten,2023-04-02,1. Spieltag 1. Bundesliga Nord,Neheim,2023-04-02-Neheim_Hüsten
2023-04-02-Schriesheim,2023-04-02,1. Spieltag 3. Bundesliga Süd Staffel 2,Schriesheim,2023-04-02-Schriesheim
2023-04-02-Wanne_Eickel,2023-04-02,1. Spieltag 2. Bundesliga Nord Staffel 1,Wanne-Eickel,2023-04-02-Wanne_Eickel
2023-04-08-Weinheim,2023-04-08,Oster EI.nladungsturnier,Hardenberg,2023-04-08-Weinheim
2023-04-09-Landshut,2023-04-09,41. Landshuter Krügerlturnier,Landshut,2023-04-09-Landshut
2023-04-23-Bensheim,2023-04-23,11. Teppichpokal,Olching,2023-04-23-Bensheim
2023-04-23-Bildstock,2023-04-23,11. Teppichpokal,Olching,2023-04-23-Bildstock
2023-04-23-Ingolstadt_Auwaldsee,2023-04-23,11. Teppichpokal,Olching,2023-04-23-Ingolstadt_Auwaldsee
2023-04-23-Olching,2023-04-23,11. Teppichpokal,Olching,2023-04-23-Olching
2023-04-23-Peine,2023-04-23,11. Teppichpokal,Olching,2023-04-23-Peine
2023-04-23-Trappenkamp,2023-04-23,SHMV-Beton Rangliste,Trappenkamp,2023-04-23-Trappenkamp
2023-04-30-Attendorn,2023-04-30,2 Spieltag der NBV Bezirksliga Staffel 2,Herscheid,2023-04-30-Attendorn
2023-04-30-Bad_Godesberg,2023-04-30,2. Spieltag der NBV Bezirksliga Staffel 1,Bonn,2023-04-30-Bad_Godesberg
2023-04-30-Berlin_Marienfelde,2023-04-30,2. Spieltag der 2. Bundesliga Nord Staffel 2,Berlin,2023-04-30-Berlin_Marienfelde
